ct_name,global_noise,TS_macro_avg_dice,TS_micro_avg_dice,TS_dice_right adrenal gland,TS_dice_left adrenal gland,TS_dice_bladder,TS_dice_duodenum,TS_dice_esophagus,TS_dice_gallbladder,TS_dice_heart,TS_dice_right kidney,TS_dice_left kidney,TS_dice_liver,TS_dice_pancreas,TS_dice_prostate,TS_dice_small bowel,TS_dice_spleen,TS_dice_stomach
06-08-2005-NA-CT-64146.nii.gz,8.340415069998,0.7799715733480564,0.904900666819428,0.17027027027027028,0.3096478433006876,0.9244671162744905,0.6441983285845424,0.6191867543218894,0.8816453139051442,0.8124346337907647,0.9425041367116774,0.9434333641798499,0.9565439159119806,0.8159976253252083,1.0,0.8223340266260691,0.9338312924901576,0.9230789785281145
07-20-2009-NA-CT-72796.nii.gz,10.07931630462586,0.8380380925184876,0.9114411361755513,0.44103648863035433,0.574543929544978,0.9287772118350227,0.6719410231052774,0.8097011362551323,0.8620243565151448,0.8941732424878492,0.961630044060012,0.9584738533025974,0.9460931647423422,0.8234279441743767,1.0,0.8375711025351523,0.9275495720050033,0.9336283185840708
08-20-2008-NA-CT-25138.nii.gz,8.24957066535891,0.7705958513325533,0.8733102184898491,0.41316415543219664,0.25040300913487373,0.8949533711124001,0.4261617150941343,0.6459262881241978,0.8719470900995663,0.9024084073803188,0.9632942232480606,0.961032649759845,0.9510761458074857,0.7947525738957157,1.0,0.6537994730765815,0.9338197720709693,0.8961988957519524
07-01-2009-NA-CT-45683.nii.gz,10.274068140758612,0.7862963870252979,0.8866481245841564,0.5489041543997383,0.34025096525096526,0.9288551464888944,0.46094773456204546,0.6791418355184744,0.7129125280358859,0.9385463284734364,0.9607571838216126,0.9600488080505551,0.9588244933557967,0.8671041202624722,1.0,0.609805220121182,0.9492107182579366,0.879136568780476
10-26-2007-NA-CT-76717.nii.gz,11.418395234123599,0.6348593609262256,0.8402236057412554,0.0,0.0,0.8970933397483144,0.0,0.6217633791045416,0.8092267463578633,0.8502888171713949,0.9452123109687569,1.0,0.9521864953265538,0.0,1.0,0.6458886849568852,0.9304660467480337,0.8707645935110407
10-03-2008-NA-CT-41099.nii.gz,9.678630004209536,0.7276107117933683,0.8650645720343942,1.0,0.32129514321295144,0.9127828000486272,0.547498035946193,0.41363363877708315,0.8321357482671485,0.7975213446398396,0.0,0.9475230956784544,0.9402802175800214,0.6036864571206829,1.0,0.7545885967573068,0.9351649979891201,0.908050600883098
09-11-2009-NA-CT-28692.nii.gz,9.596965929814047,0.7315093162694585,0.8715954844674396,0.676230564384503,1.0,0.299052145836509,0.6683144391820052,0.522331403957464,0.7754414709630438,0.8439432620614711,0.962034957125274,1.0,0.9651713000687162,0.5987861586609734,0.08576206402293358,0.6833583154908656,0.9464019973796752,0.9458116649084435
10-03-2009-NA-CT-38176.nii.gz,10.321165920703972,0.6885102841584584,0.8125472945217649,0.0,0.009498367468091422,0.8857827291808766,0.3431847604956538,0.6878859857482186,0.7692273593687663,0.9258214708876391,0.9452745674175644,0.9520795721173027,0.9574222500994203,0.6354586659991158,1.0,0.5254118357211579,0.8941774230368883,0.7964292748361821
02-22-2006-NA-CT-89856.nii.gz,13.60001290270875,0.7480064412618623,0.9152430979962446,0.5073054368353046,0.5534612176814012,0.9358942317102663,0.6729399861958391,0.8274079260854439,0.8605330553517883,0.856050774679467,0.9518821267624267,0.95636089523569,0.968136085523864,0.717524951483227,0.6714373797201099,0.8143432412476639,0.0,0.9268193104154402
06-14-2007-NA-CT-57378.nii.gz,10.160170467138919,0.7114161975001344,0.9041011523291668,0.46739892498247254,0.5854551506074221,0.20425618572446796,0.5807462871705815,0.7008228412808566,0.8694624472127871,0.8118176436216017,0.0,0.9732524072330739,0.9523563611165439,0.8530286386638047,1.0,0.8502074181138417,0.9328283703953012,0.8896102863792593
09-26-2009-NA-CT-63780.nii.gz,8.628575740529147,0.7863736020957802,0.9251337368843112,0.5934674294150212,0.6257603808516266,0.776045175351694,0.562563546397343,1.0,0.7929477611940299,0.477865089862289,0.9562820180451238,0.9254168512194774,0.9744977311625868,0.6655939390891873,0.6855820750121773,0.8504770607764045,0.9711875011172485,0.9379174719424949
08-29-2009-NA-CT-36475.nii.gz,9.976442307284968,0.724285359147763,0.8597261060059554,0.40333024976873266,0.5250866161940203,0.9243773525961115,0.2369022997164733,0.8025308446694084,0.8803314951553105,0.9190134435661156,0.9523249091509746,0.950517554557188,0.9674628611546726,0.82430697962616,0.061658918522143384,0.6087644009579425,0.9395486687176844,0.8681237928635066
07-22-2005-NA-CT-97382.nii.gz,29.108914551206926,0.8211861571577681,0.8715500853508324,0.6436470322726247,0.4991835782598554,0.9158758273690251,0.7058680728822474,0.7161833489242283,0.822487859544266,0.8058961556782697,0.9395028929997555,0.9494703460084528,0.9598589488492688,0.8356006294806785,1.0,0.6165662047607353,0.9534419212935442,0.95420953904357
06-06-2005-NA-CT-54422.nii.gz,7.326028999591257,0.7512333519022937,0.8620462284791136,0.2142652535090232,0.35832127351664256,0.7088380796910305,0.6612672470234486,0.5964506587792417,0.7807479739984536,0.704273686812797,0.951618527343523,0.9494532861200825,0.9564561162828679,0.8449003817463208,1.0,0.6545211913241653,0.9405037303027003,0.9468828720841098
09-09-2008-NA-CT-39935.nii.gz,9.276526027960248,0.6423472149312447,0.7892678112446095,0.40463264567499097,0.17057291666666666,0.8404544644159548,0.5027597761009883,0.7326530203091481,0.4693516003306956,0.8384238264623455,0.9523916525125955,1.0,0.9369339519176799,0.6149355339844252,0.0,0.41759105183223927,0.812762444676513,0.9417453390844266
10-26-2005-NA-CT-33614.nii.gz,16.792107677226333,0.7869267737652309,0.9182921344523509,0.010590631364562118,0.19898063200815494,0.9193748584456429,0.6526922711850938,0.7830506398873308,0.9264563056640424,0.8420383109238987,0.9641384271768317,0.960279892982095,0.9610117993205048,0.8154004445609233,1.0,0.8749334640518975,0.9723536093716647,0.9226003195358213
10-05-2009-NA-CT-97601.nii.gz,5.861812658863931,0.6828398097716682,0.7636323722967536,0.29492344883158744,0.18581523161476055,1.0,0.2668822738971007,0.741740146605758,0.21509686038744155,0.9000790019061125,0.9273145327414628,0.9398673071912019,0.920581872033224,0.7208275833008523,1.0,0.30851131950964855,0.9058689114631432,0.915088657092732
08-12-2009-NA-CT-94450.nii.gz,9.601004640095063,0.8564114478594507,0.9243795238493409,0.7023235423060061,0.6252002913328478,0.9026761975731148,0.7120820962953401,0.6813173652694611,0.8316230883078441,0.9215421632323718,0.9434886366789689,0.9489632728097062,0.9679865689975554,0.8702660693858661,1.0,0.836169152989814,0.9592882354606285,0.9432450372522347
12-01-2004-NA-CT-94309.nii.gz,11.608609746319484,0.5350665023528989,0.7273819590657616,0.22188295165394403,0.0,0.10872151096043137,0.10370487151190289,0.7120848708487085,0.7325588697017268,0.841708477695194,0.9542448990790449,0.9458755313522302,0.9495633800132334,0.4705928075448233,0.0,0.3966610125029133,0.9164155395815472,0.6719828128477834
09-28-2009-NA-CT-93631.nii.gz,7.156846256242799,0.7773850964934435,0.8433066291244786,0.42880886426592796,0.3910323253388947,0.931334353509663,0.531121780881711,0.653919923279789,0.7785044259479456,0.9319183723364429,0.9529215775491333,0.9504506782542393,0.9539346815411304,0.6949338153208229,1.0,0.5925146283549814,0.9352591826792561,0.9341218381417137
08-29-2008-NA-CT-98767.nii.gz,10.62536027470571,0.8266514110811881,0.934654939167684,0.4746666666666667,0.6415683553088133,0.9228751406344947,0.7282087533808704,0.7302919193343675,0.8575901765157329,0.8192296479937679,0.9708293687882947,0.9689872658177212,0.9658430430448015,0.799665703241982,0.7101842326755822,0.8917756229067815,0.96950309318708,0.9485521767208631
08-31-2004-NA-CT-59475.nii.gz,12.805229457516194,0.7729500700148748,0.9075410811810242,0.5735593220338983,0.6122093023255814,0.8899700390880771,0.626205581429462,0.8134910646866348,0.02321724709784411,0.7908524479934822,0.9610413231447423,0.9664892072403446,0.9610611253995647,0.7772507189028437,1.0,0.745223225816042,0.9594098701209882,0.8942705749436146
01-03-2006-NA-CT-30230.nii.gz,9.118571557087964,0.6943413115003937,0.8279057588015187,0.0,0.0,0.38751094251531953,0.7976833643082508,0.5084619594964422,0.8906366403439688,0.7031381426305301,0.9593949287989679,0.9648274280243725,0.9169895446330191,0.8477286572099905,1.0,0.7534874183739337,0.7863372360343261,0.8989234101367847
03-23-2005-NA-CT-75191.nii.gz,12.197412705701847,0.7769990551242628,0.8963266363219661,0.3067944977073781,0.33885998727497285,0.9090699185142682,0.3690376053997497,0.7343937993135679,1.0,0.8352984268221854,0.9479976021503297,0.9500235561571307,0.9608369637555924,0.7050863623492943,1.0,0.8523295733654311,0.8348268468624288,0.9104306871916132
11-18-2004-NA-CT-22011.nii.gz,9.469449381297075,0.5215220107231298,0.8067509636506435,0.0,0.14934725848563968,0.901946205858424,0.35973739011556743,0.6997134062201464,0.0,0.8113159950424886,0.0,0.948887091302873,0.9619386818028615,0.6732901663868809,0.0,0.41846152053699254,0.9462108624926625,0.9519815826024087
10-24-2009-NA-CT-41891.nii.gz,12.402242179265421,0.7491221087822079,0.8547410905627311,0.3634639696586599,0.2871982890314696,0.8621670766926944,0.7014827674531121,0.4245930574622475,0.682591386174448,0.8732124664629105,0.9306284810995543,0.9420077201271264,0.9627854341964264,0.7748576626057145,1.0,0.6252731641831868,0.870378167543325,0.9361919890422425
07-14-2004-NA-CT-93099.nii.gz,10.471994769458998,0.7550354030440279,0.864386574307673,0.4227057091444463,0.053953172718018326,0.8739483272132068,0.6494474060590301,0.66156097310526,0.8368793161494814,0.8540960489816197,0.9556352196753577,0.9573271846469164,0.9529649545959814,0.8016229917918167,1.0,0.4885984258537539,0.9356708592454996,0.8811204564800298
11-13-2004-NA-CT-26400.nii.gz,11.067343701974043,0.7340717340228469,0.859135658852828,0.48357924797715374,0.3319876513892187,0.89300936844155,0.3877542479283502,0.8323618372293332,0.7125247991673984,0.8206623119310169,0.9273971810983312,0.9521007297348679,0.9394171020285722,0.7449049474554257,0.5111005013129625,0.7127072294483691,0.8531508645415062,0.9084179906586477
05-04-2009-NA-CT-26842.nii.gz,8.11276257221107,0.6739499521336955,0.7966069033761702,0.3803718378543127,0.5872504829362524,0.6280751186188381,0.007245916227038709,0.7955083779278884,0.6632718747898272,0.9017810515900283,0.9624853702306952,0.9586110360449264,0.9665052862844901,0.748289613287967,0.2634146341463415,0.4633757756104557,0.9606879359234521,0.8223749705329175
08-18-2009-NA-CT-76784.nii.gz,10.475391598370315,0.7763533546431467,0.8928353959084697,0.27905449770190416,0.2864137086903305,0.9336116760592404,0.6595082650368107,0.7507127019322142,0.8667649793222838,0.8966654811346382,0.921479445208047,0.8466668656498625,0.9601224957376512,0.5855824625695373,1.0,0.7930437707328067,0.9300070590243033,0.9356669108475717
09-19-2009-NA-CT-62498.nii.gz,7.7397391219540665,0.7526268323944652,0.7638429510773789,0.3742160278745645,0.2924901185770751,0.6850996939724053,0.5825460506449247,0.7273150663665295,0.7953529113457194,0.9128358753473244,0.9579151689432063,0.9608332335369181,0.9622066614227146,0.8239861657398616,1.0,0.35674623490163204,0.9580793212529027,0.8997799559911982
02-11-2008-NA-CT-20492.nii.gz,9.991380863046512,0.6143536829933505,0.5381197354839188,0.4793814432989691,0.029861888764464353,0.28914114371385735,0.3475240470252939,0.7466837826273,0.28767795778105054,0.893758523327507,0.9624203361678312,0.9612312580677191,0.9450177312389386,0.4572841352946065,1.0,0.18612854579032567,0.7136052691090005,0.9155891826933937
04-01-2008-NA-CT-90997.nii.gz,6.753753684665866,0.7356075542627617,0.7923150096091149,0.3468950749464668,0.40300175634679863,0.7816795351863395,0.3500900345215237,0.8247274469869414,0.8584671768890805,0.8636057245435904,0.8201475421695699,0.8314681997041833,0.9522864920378303,0.7274672799431442,1.0,0.5370105266784025,0.8373652790576546,0.8999012449298993
10-24-2005-NA-CT-89628.nii.gz,8.37263716983401,0.7321992425525147,0.905070125616883,0.6602516654330126,0.5312588401697312,0.738082443148306,0.7466030989272944,0.363164526016887,0.7009459964260114,0.8240261760690148,0.9529375939332619,0.9507892494548186,0.9699984601433778,0.9072082611532318,0.0,0.8167969688766672,0.9689133435065516,0.8520120150295531
05-14-2009-NA-CT-28936.nii.gz,14.69241592043341,0.8132014194327222,0.9019364896483939,0.3485663082437276,0.5180164109882269,0.9220481240734405,0.5538842234475772,0.8461779645074309,0.7714378871861755,0.884342541857893,0.955602210726331,0.9556316412954533,0.9576512350981322,0.8208918909524858,1.0,0.7936421562604223,0.9360696419427266,0.9340590549108092
08-20-2009-NA-CT-04335.nii.gz,7.439961684828842,0.6871587648766958,0.8318756917798462,0.5921717171717171,0.3931947069943289,0.8600523799875429,0.5744916820702403,0.4444444444444444,0.6369900424351918,0.9092547580071763,0.9456263536645008,0.9479141877762645,0.950535290472082,0.7038350782844175,0.0,0.522809854490735,0.9179564435038887,0.9081045338479069
08-24-2007-NA-CT-31322.nii.gz,14.083134698026466,0.5753060384222379,0.7823815419467781,0.0,0.0,0.24663042130069873,0.43796610169491523,0.0,0.0,0.8513773835148827,0.9630781802817424,0.9644259252649987,0.820883287538229,0.835566130450525,1.0,0.6562381739138461,0.9563936642843346,0.8970313080893959
10-06-2009-NA-CT-60472.nii.gz,7.532129888207633,0.5866098039813055,0.7931757194035186,0.5739130434782609,0.34527687296416937,0.8751055540159431,0.2340887661637931,0.4311055366421788,0.8482747188993564,0.8959340201982452,0.0,0.39138403166878377,0.9578355219280208,0.854253675159488,0.011310548315711827,0.6469969084326567,0.9367063746210665,0.7969614872319082
04-28-2009-NA-CT-12654.nii.gz,10.520262976134068,0.8487337681429368,0.8853010600421685,0.6218144750254841,0.6397045894144541,0.9485722914086635,0.7348521287915227,0.6696401295289302,0.8970072612934603,0.9007343680950319,0.961456606082071,0.9590690436863968,0.9698378460346277,0.8370564029578292,1.0,0.7064670545662813,0.9500599939548076,0.9347343313044909
06-20-2008-NA-CT-97384.nii.gz,11.004903357088514,0.7301241704248173,0.8164222573811917,0.32578343158547934,0.10635226179018287,0.8111013431556926,0.40526120285009964,0.6712096683106811,0.8388163294018337,0.817477492480718,0.95703386676591,0.9552721764554911,0.9611255738994334,0.8334828471556284,1.0,0.4714568787329147,0.9251526731592242,0.8723368106289714
08-21-2009-NA-CT-51680.nii.gz,8.41564534923651,0.721173717187982,0.8459956252372899,0.46207865168539325,0.45051868928042155,0.9358140835117732,0.17486509592667837,0.6867850778869921,0.8277768029478856,0.8996485435515803,0.9590629303336485,0.95525095683119,0.9610941590532903,0.7322095629435936,0.4046105784767855,0.5103497246836076,0.9522664876438178,0.90527441306307
12-26-2007-NA-CT-47704.nii.gz,7.558348692433796,0.44249766258628614,0.8694921292766772,0.007466401194624191,0.12398609501738123,0.812045726577272,0.5413993584603047,0.16793893129770993,0.0,0.8950973739132662,0.0,0.0,0.9386187690663046,0.6700137551581843,0.0,0.8291253051311677,0.9000459597578048,0.751727263220274
09-08-2004-NA-CT-29838.nii.gz,11.400273911514812,0.7339521839779498,0.861013363993458,0.52872507367857,0.3137369033760186,0.9049312553025812,0.609039653614927,0.7131541768118556,0.019164430816404752,0.8360007427217758,0.9573387164605939,0.9510288848552679,0.9624937016418512,0.6778102032424578,1.0,0.7102322083619472,0.9553142026424541,0.870312606142542
09-17-2009-NA-CT-36342.nii.gz,15.097199440155801,0.8192767406182517,0.917803806352495,0.32722469869572396,0.4356457729199197,0.9596469479843308,0.6468676029667035,0.7150369350194066,0.8816793034400522,0.9326066529801207,0.9412001450998355,0.9611682045518926,0.9637765632798102,0.8274775559320424,1.0,0.7966402188627144,0.9613384120826262,0.9388420954585978
04-11-2008-NA-CT-50966.nii.gz,8.893022876893674,0.7108442328398614,0.8772010610303123,0.3305084745762712,0.14972067039106146,0.9375430215875069,0.6074093297865438,0.6550448660867183,0.8448344239539957,0.8403722830303753,0.9606848111834284,0.9540371574410497,0.9484997044221783,0.7966181108694588,0.24872665534804753,0.5814645652185157,0.9318354707126129,0.8753639479901575
12-07-2004-NA-CT-36258.nii.gz,8.021169875272061,0.7194768518113663,0.8470205574935774,0.5904514452744397,0.0,0.8459990687774378,0.6789563537912363,0.8337159173618498,0.8731532792343374,0.8506147491696567,0.9548198245597252,0.9564456003467707,0.9578925040613255,0.7727538132983531,0.0,0.6533630446306626,0.938868358905724,0.8851188177589755
08-29-2008-NA-CT-29358.nii.gz,11.404232639327894,0.6560628548483644,0.7964954419744467,0.43190184049079755,0.24356435643564356,0.615211145778629,0.3686292408337137,0.3718835304822566,0.5466203983101992,0.9062866763453585,0.7802428656534574,0.8081237516994602,0.9055976293690694,0.6307383500122745,1.0,0.5433383414630287,0.849697080403081,0.8391076154484954
04-08-2008-NA-CT-44812.nii.gz,10.547787363219749,0.8057356668328072,0.8739899493243047,0.4619849100406268,0.3006802721088435,0.9279000676482416,0.7550652927202022,0.7134765017117958,0.851217709228218,0.9105188032301946,0.9461042369703787,0.9584865132801851,0.9578863797255305,0.7876434361223842,1.0,0.6563359970910774,0.9229779872066288,0.9357568954078006
09-06-2008-NA-CT-15258.nii.gz,8.842671601048682,0.7964888668047562,0.9359573257371873,0.6462567532801646,0.6214842426296171,0.9513855209699607,0.703489505490935,0.7580703188879804,0.861640903686088,0.8257923257419262,0.9659572621131671,0.9691615204087612,0.9724774749727938,0.8587675938337802,0.0,0.8975052729733632,0.9600111881786181,0.9553331189041865
01-08-2004-NA-CT-19618.nii.gz,12.347419076767645,0.7374230601645518,0.9159774334016334,0.0,0.23186629526462396,0.9281691735439905,0.5513674674617282,0.6397529032588121,0.7569473936887199,0.8527270437162282,0.9368603537699748,0.9430623508791399,0.9665100627165893,0.4952230199559048,1.0,0.8549217054171494,0.9651380641925597,0.9388000686028541
06-04-2009-NA-CT-18630.nii.gz,9.982118355787808,0.6804678131426453,0.8475421235135576,0.4558452481076535,0.4897895557287607,0.870904722035029,0.024619289340101522,0.7794448612153039,0.05150976909413854,0.8667827512035235,0.9647891879010707,0.9620486645520436,0.9731245305170805,0.8034063603133976,0.5026770689918924,0.5410977802508082,0.962857656131137,0.9581197517577382
11-30-2008-NA-CT-25566.nii.gz,6.643573665524257,0.736461684228023,0.7943024256818223,0.6803755029056773,0.3892870614862316,0.14296376924273052,0.7218348546315078,0.49167831279380003,0.791656778208475,0.9269560001589877,0.9440427127007612,0.9469456604682919,0.9514286176866881,0.8140138598614014,1.0,0.4745843717265363,0.9321079224994164,0.8390498390498391
11-26-2008-NA-CT-37648.nii.gz,9.446651083803086,0.7123448923748775,0.8618363192662655,0.3007662835249042,0.22547635850388145,0.8185385512779723,0.06668499931252578,0.6307857911733046,0.8740808913518118,0.8939341964167542,0.9525004933885929,0.956337549922657,0.9590883148062014,0.751592683489965,1.0,0.5206144680664657,0.9062774310835248,0.8284953733046013
05-09-2009-NA-CT-51909.nii.gz,10.754392841872738,0.6290011775957928,0.8416008969974721,0.58463480044171,0.3671718615956534,0.8671291372131914,0.004765618230655922,0.6480860414016422,0.8387517821643005,0.8777472185437959,0.0,0.0,0.9436811399432833,0.7615173510477314,1.0,0.6957878767692873,0.9087660031432998,0.9369788334423413
09-30-2004-NA-CT-29763.nii.gz,11.53210803176771,0.7092348140957652,0.8910804652108963,0.0,0.5334915611814346,0.8354665718849965,0.6108229543293195,0.6046859035338055,0.0,0.8291277954137372,0.932395223946703,0.9350663276526063,0.9705530521867619,0.7967134043746494,1.0,0.7085975468358522,0.9617324113195961,0.9198694587770125
10-05-2008-NA-CT-54183.nii.gz,10.33332044644528,0.7736712263306863,0.8428737468585878,0.5971974522292993,0.6384859474161378,0.7079337916383914,0.25538512837612537,0.5566160861702965,0.8924817616037609,0.7997100653084159,0.9633662652340088,0.9695441801953922,0.9577338959946389,0.8991550017070673,1.0,0.6211302175405788,0.928225929496856,0.8181026720493265
05-26-2009-NA-CT-46484.nii.gz,12.002150299258268,0.848627558608071,0.930359981733787,0.4832982244959374,0.5337386018237082,0.9602413139639718,0.6965780197117575,0.7871060861197979,0.8544902093180283,0.9288176825670585,0.9588373051072027,0.9536118216277851,0.9706677096089845,0.862652093215096,1.0,0.8222571487664249,0.9694893785714976,0.9476277842238159
07-28-2007-NA-CT-06541.nii.gz,8.591998383051628,0.751273127556709,0.913338115860713,0.5255427841634738,0.14499252615844543,0.9372424378808915,0.6422015404364569,0.7920316987167836,0.9268008408433409,0.8215483355271289,0.9482097388246584,0.9465393500270765,0.9701971680009364,0.8126496124632843,0.05228197985858153,0.8446156573410697,0.9665881322042125,0.9376551109042965
06-30-2005-NA-CT-18400.nii.gz,13.365098257621455,0.8070868347543223,0.9250279175186901,0.2470431302801245,0.60784553342295,0.9401462960269056,0.8040886374731375,0.8162041981820956,0.9255474196210645,0.8380625821148369,0.9333771415683534,0.9603308030423312,0.9673691861677605,0.8615290125996553,0.4141478282956566,0.8550671266320323,0.9702295572919154,0.9653140685960139
07-13-2008-NA-CT-23735.nii.gz,8.215146040717118,0.5627678663075414,0.6447390275393187,0.3187066974595843,0.40128558310376494,0.8756173810872622,0.024259248084002174,0.5599364911352209,0.46480337594030946,0.8477369173085807,0.9542249422388402,0.18707059182642027,0.9538730082763057,0.24422502991020364,1.0,0.4072533820018409,0.8695681617645594,0.3329571844762243
10-16-2008-NA-CT-26349.nii.gz,8.334282443103682,0.7406308674788111,0.851873970385457,0.345718901453958,0.07702407002188184,0.832849100429117,0.3720653553299492,0.6549033391915642,0.882490081393922,0.8586828890179354,0.9418388022356093,0.9449792048052507,0.9387776247394127,0.6731562415326101,1.0,0.7473295176634375,0.9063332326532854,0.9333146517142319
05-29-2008-NA-CT-08668.nii.gz,9.454540785650924,0.7904357505930011,0.9019806105242021,0.5879967558799676,0.5839935327405013,0.9289780689864315,0.7353206507192211,0.8,0.8571597400039394,0.8321308678153458,0.9603385666782737,0.9542966394821185,0.9734525602384178,0.8934925890398242,0.062023385866802234,0.780977549546199,0.9555970456458865,0.9507783062520907
01-30-2008-NA-CT-82761.nii.gz,14.740736925848147,0.6773769565574735,0.8500245571602956,0.25690021231422505,0.004043126684636119,0.7739475037777133,0.529736131157248,0.7186611422536355,0.6913505768795717,0.8926442076120086,0.7538569424964937,0.7381059662328713,0.961264599606764,0.4478702375876904,1.0,0.6788449150277525,0.8616569043234821,0.8517718824080086
